Datetime,AEP_MW
2008-12-22 110000,22613.0
2008-12-22 120000,22222.0
2008-12-22 130000,21579.0
2008-12-22 140000,21026.0
2008-12-22 150000,20485.0
2008-12-22 160000,20252.0
2008-12-22 170000,20531.0
2008-12-22 180000,21612.0
2008-12-22 190000,22305.0
2008-12-22 200000,22340.0
2008-12-22 210000,22408.0
2008-12-22 220000,22133.0
2008-12-22 230000,21398.0
2008-12-23 000000,20448.0
2008-12-21 010000,15099.0
2008-12-21 020000,14707.0
2008-12-21 030000,14308.0
2008-12-21 040000,14313.0
2008-12-21 050000,14475.0
2008-12-21 060000,14702.0
2008-12-21 070000,15296.0
2008-12-21 080000,16212.0
2008-12-21 090000,16829.0
2008-12-21 100000,17270.0
2008-12-21 110000,17227.0
2008-12-21 120000,17093.0
2008-12-21 130000,17162.0
2008-12-21 140000,17129.0
2008-12-21 150000,17177.0
2008-12-21 160000,17528.0
2008-12-21 170000,18254.0
2008-12-21 180000,19944.0
2008-12-21 190000,20869.0
2008-12-21 200000,21065.0
2008-12-21 210000,21321.0
2008-12-21 220000,21109.0
2008-12-21 230000,20682.0
2008-12-22 000000,20081.0
2008-12-20 010000,14668.0
2008-12-20 020000,14305.0
2008-12-20 030000,14173.0
2008-12-20 040000,14163.0
2008-12-20 050000,14346.0
2008-12-20 060000,14605.0
2008-12-20 070000,15294.0
2008-12-20 080000,16075.0
2008-12-20 090000,16719.0
2008-12-20 100000,17142.0
2008-12-20 110000,17353.0
2008-12-20 120000,17263.0
2008-12-20 130000,17109.0
2008-12-20 140000,16896.0
2008-12-20 150000,16806.0
2008-12-20 160000,16682.0
2008-12-20 170000,16934.0
2008-12-20 180000,17893.0
2008-12-20 190000,18024.0
2008-12-20 200000,17866.0
2008-12-20 210000,17682.0
2008-12-20 220000,17302.0
2008-12-20 230000,16719.0
2008-12-21 000000,15864.0
2008-12-19 010000,15850.0
2008-12-19 020000,15373.0
2008-12-19 030000,15266.0
2008-12-19 040000,15333.0
2008-12-19 050000,15616.0
2008-12-19 060000,16361.0
2008-12-19 070000,17834.0
2008-12-19 080000,18483.0
2008-12-19 090000,18603.0
2008-12-19 100000,18362.0
2008-12-19 110000,18124.0
2008-12-19 120000,17604.0
2008-12-19 130000,17253.0
2008-12-19 140000,16911.0
2008-12-19 150000,16576.0
2008-12-19 160000,16385.0
2008-12-19 170000,16485.0
2008-12-19 180000,17270.0
2008-12-19 190000,17455.0
2008-12-19 200000,17425.0
2008-12-19 210000,17210.0
2008-12-19 220000,17137.0
2008-12-19 230000,16455.0
2008-12-20 000000,15500.0
2008-12-18 010000,16170.0
2008-12-18 020000,15708.0
2008-12-18 030000,15622.0
2008-12-18 040000,15617.0
2008-12-18 050000,15873.0
2008-12-18 060000,16794.0
2008-12-18 070000,18321.0
2008-12-18 080000,19161.0
2008-12-18 090000,19117.0
2008-12-18 100000,18995.0
2008-12-18 110000,19024.0
2008-12-18 120000,18793.0
2008-12-18 130000,18596.0
2008-12-18 140000,18444.0
2008-12-18 150000,18192.0
2008-12-18 160000,18042.0
2008-12-18 170000,18337.0
2008-12-18 180000,19053.0
2008-12-18 190000,19317.0
2008-12-18 200000,19105.0
2008-12-18 210000,18972.0
2008-12-18 220000,18673.0
2008-12-18 230000,17766.0
2008-12-19 000000,16578.0
2008-12-17 010000,16633.0
2008-12-17 020000,16134.0
2008-12-17 030000,15742.0
2008-12-17 040000,15640.0
2008-12-17 050000,15874.0
2008-12-17 060000,16631.0
2008-12-17 070000,17942.0
2008-12-17 080000,18873.0
2008-12-17 090000,18969.0
2008-12-17 100000,18891.0
2008-12-17 110000,18790.0
2008-12-17 120000,18723.0
2008-12-17 130000,18577.0
2008-12-17 140000,18422.0
2008-12-17 150000,18359.0
2008-12-17 160000,18200.0
2008-12-17 170000,18565.0
2008-12-17 180000,19524.0
2008-12-17 190000,19744.0
2008-12-17 200000,19665.0
2008-12-17 210000,19549.0
2008-12-17 220000,19127.0
2008-12-17 230000,18173.0
2008-12-18 000000,16969.0
2008-12-16 010000,16539.0
2008-12-16 020000,16143.0
2008-12-16 030000,15920.0
2008-12-16 040000,16060.0
2008-12-16 050000,16505.0
2008-12-16 060000,17437.0
2008-12-16 070000,18850.0
2008-12-16 080000,19673.0
2008-12-16 090000,19627.0
2008-12-16 100000,19585.0
2008-12-16 110000,19789.0
2008-12-16 120000,19630.0
2008-12-16 130000,19397.0
2008-12-16 140000,19526.0
2008-12-16 150000,19425.0
2008-12-16 160000,19481.0
2008-12-16 170000,19709.0
2008-12-16 180000,20581.0
2008-12-16 190000,20699.0
2008-12-16 200000,20625.0
2008-12-16 210000,20262.0
2008-12-16 220000,19925.0
2008-12-16 230000,18786.0
2008-12-17 000000,17491.0
2008-12-15 010000,14352.0
2008-12-15 020000,13847.0
2008-12-15 030000,13708.0
2008-12-15 040000,13656.0
2008-12-15 050000,14131.0
2008-12-15 060000,14789.0
2008-12-15 070000,16484.0
2008-12-15 080000,17440.0
2008-12-15 090000,17455.0
2008-12-15 100000,17447.0
2008-12-15 110000,17463.0
2008-12-15 120000,17466.0
2008-12-15 130000,17487.0
2008-12-15 140000,17474.0
2008-12-15 150000,17382.0
2008-12-15 160000,17398.0
2008-12-15 170000,17807.0
2008-12-15 180000,19072.0
2008-12-15 190000,19476.0
2008-12-15 200000,19534.0
2008-12-15 210000,19367.0
2008-12-15 220000,19215.0
2008-12-15 230000,18328.0
2008-12-16 000000,17268.0
2008-12-14 010000,16120.0
2008-12-14 020000,15693.0
2008-12-14 030000,15457.0
2008-12-14 040000,15423.0
2008-12-14 050000,15440.0
2008-12-14 060000,15757.0
2008-12-14 070000,16176.0
2008-12-14 080000,16755.0
2008-12-14 090000,17248.0
2008-12-14 100000,17182.0
2008-12-14 110000,16863.0
2008-12-14 120000,16452.0
2008-12-14 130000,16295.0
2008-12-14 140000,15889.0
2008-12-14 150000,15696.0
2008-12-14 160000,15650.0
2008-12-14 170000,16131.0
2008-12-14 180000,17207.0
2008-12-14 190000,17369.0
2008-12-14 200000,17342.0
2008-12-14 210000,17237.0
2008-12-14 220000,16759.0
2008-12-14 230000,15839.0
2008-12-15 000000,15043.0
2008-12-13 010000,17662.0
2008-12-13 020000,17360.0
2008-12-13 030000,17226.0
2008-12-13 040000,17285.0
2008-12-13 050000,17412.0
2008-12-13 060000,17935.0
2008-12-13 070000,18632.0
2008-12-13 080000,19308.0
2008-12-13 090000,19633.0
2008-12-13 100000,19536.0
2008-12-13 110000,19070.0
2008-12-13 120000,18483.0
2008-12-13 130000,17903.0
2008-12-13 140000,17384.0
2008-12-13 150000,17196.0
2008-12-13 160000,17101.0
2008-12-13 170000,17611.0
2008-12-13 180000,18739.0
2008-12-13 190000,18969.0
2008-12-13 200000,18994.0
2008-12-13 210000,18761.0
2008-12-13 220000,18411.0
2008-12-13 230000,17782.0
2008-12-14 000000,16912.0
2008-12-12 010000,16465.0
2008-12-12 020000,16137.0
2008-12-12 030000,15984.0
2008-12-12 040000,15894.0
2008-12-12 050000,16317.0
2008-12-12 060000,17137.0
2008-12-12 070000,18653.0
2008-12-12 080000,19617.0
2008-12-12 090000,19704.0
2008-12-12 100000,19698.0
2008-12-12 110000,19659.0
2008-12-12 120000,19467.0
2008-12-12 130000,19305.0
2008-12-12 140000,19232.0
2008-12-12 150000,19189.0
2008-12-12 160000,19210.0
2008-12-12 170000,19615.0
2008-12-12 180000,20534.0
2008-12-12 190000,20704.0
2008-12-12 200000,20506.0
2008-12-12 210000,20289.0
2008-12-12 220000,19972.0
2008-12-12 230000,19301.0
2008-12-13 000000,18346.0
2008-12-11 010000,15940.0
2008-12-11 020000,15509.0
2008-12-11 030000,15299.0
2008-12-11 040000,15299.0
2008-12-11 050000,15628.0
2008-12-11 060000,16528.0
2008-12-11 070000,18030.0
2008-12-11 080000,19121.0
2008-12-11 090000,19088.0
2008-12-11 100000,19121.0
2008-12-11 110000,19196.0
2008-12-11 120000,19068.0
2008-12-11 130000,19102.0
2008-12-11 140000,19155.0
2008-12-11 150000,19019.0
2008-12-11 160000,18919.0
2008-12-11 170000,19261.0
2008-12-11 180000,19941.0
2008-12-11 190000,20133.0
2008-12-11 200000,19792.0
2008-12-11 210000,19756.0
2008-12-11 220000,19273.0
2008-12-11 230000,18409.0
2008-12-12 000000,17373.0
2008-12-10 010000,14818.0
2008-12-10 020000,14374.0
2008-12-10 030000,14187.0
2008-12-10 040000,14148.0
2008-12-10 050000,14431.0
2008-12-10 060000,15346.0
2008-12-10 070000,16834.0
2008-12-10 080000,17929.0
2008-12-10 090000,17820.0
2008-12-10 100000,17965.0
2008-12-10 110000,17939.0
2008-12-10 120000,17860.0
2008-12-10 130000,17903.0
2008-12-10 140000,17841.0
2008-12-10 150000,17738.0
2008-12-10 160000,17801.0
2008-12-10 170000,18090.0
2008-12-10 180000,19122.0
2008-12-10 190000,19442.0
2008-12-10 200000,19264.0
2008-12-10 210000,19132.0
2008-12-10 220000,18801.0
2008-12-10 230000,17794.0
2008-12-11 000000,16686.0
2008-12-09 010000,16903.0
2008-12-09 020000,16456.0
2008-12-09 030000,16295.0
2008-12-09 040000,16231.0
2008-12-09 050000,16544.0
2008-12-09 060000,17329.0
2008-12-09 070000,18942.0
2008-12-09 080000,19717.0
2008-12-09 090000,19578.0
2008-12-09 100000,19297.0
2008-12-09 110000,19049.0
2008-12-09 120000,18733.0
2008-12-09 130000,18441.0
2008-12-09 140000,18238.0
2008-12-09 150000,17878.0
2008-12-09 160000,17596.0
2008-12-09 170000,17990.0
2008-12-09 180000,18693.0
2008-12-09 190000,18870.0
2008-12-09 200000,18726.0
2008-12-09 210000,18436.0
2008-12-09 220000,17842.0
2008-12-09 230000,16885.0
2008-12-10 000000,15754.0
2008-12-08 010000,18328.0
2008-12-08 020000,18136.0
2008-12-08 030000,18106.0
2008-12-08 040000,18153.0
2008-12-08 050000,18409.0
2008-12-08 060000,19271.0
2008-12-08 070000,20466.0
2008-12-08 080000,21058.0
2008-12-08 090000,20864.0
2008-12-08 100000,20911.0
2008-12-08 110000,20565.0
2008-12-08 120000,20114.0
2008-12-08 130000,19668.0
2008-12-08 140000,19288.0
2008-12-08 150000,18981.0
2008-12-08 160000,18642.0
2008-12-08 170000,18878.0
2008-12-08 180000,20058.0
2008-12-08 190000,20380.0
2008-12-08 200000,20412.0
2008-12-08 210000,20202.0
2008-12-08 220000,19752.0
2008-12-08 230000,18805.0
2008-12-09 000000,17672.0
2008-12-07 010000,17183.0
2008-12-07 020000,16823.0
2008-12-07 030000,16639.0
2008-12-07 040000,16577.0
2008-12-07 050000,16676.0
2008-12-07 060000,16957.0
2008-12-07 070000,17572.0
2008-12-07 080000,18063.0
2008-12-07 090000,18594.0
2008-12-07 100000,18811.0
2008-12-07 110000,18691.0
2008-12-07 120000,18378.0
2008-12-07 130000,18136.0
2008-12-07 140000,17882.0
2008-12-07 150000,17660.0
2008-12-07 160000,17695.0
2008-12-07 170000,18372.0
2008-12-07 180000,19875.0
2008-12-07 190000,20582.0
2008-12-07 200000,20829.0
2008-12-07 210000,20673.0
2008-12-07 220000,20255.0
2008-12-07 230000,19478.0
2008-12-08 000000,18908.0
2008-12-06 010000,18728.0
2008-12-06 020000,18292.0
2008-12-06 030000,18172.0
2008-12-06 040000,18081.0
2008-12-06 050000,18132.0
2008-12-06 060000,18467.0
2008-12-06 070000,18965.0
2008-12-06 080000,19619.0
2008-12-06 090000,19953.0
2008-12-06 100000,20191.0
2008-12-06 110000,20152.0
2008-12-06 120000,20001.0
2008-12-06 130000,19665.0
2008-12-06 140000,19486.0
2008-12-06 150000,19347.0
2008-12-06 160000,19158.0
2008-12-06 170000,19392.0
2008-12-06 180000,20221.0
2008-12-06 190000,20277.0
2008-12-06 200000,19991.0
2008-12-06 210000,19725.0
2008-12-06 220000,19255.0
2008-12-06 230000,18556.0
2008-12-07 000000,17842.0
2008-12-05 010000,17260.0
2008-12-05 020000,17028.0
2008-12-05 030000,16875.0
2008-12-05 040000,16899.0
2008-12-05 050000,17216.0
2008-12-05 060000,18274.0
2008-12-05 070000,19910.0
2008-12-05 080000,20839.0
2008-12-05 090000,20804.0
2008-12-05 100000,20526.0
2008-12-05 110000,20357.0
2008-12-05 120000,19977.0
2008-12-05 130000,19686.0
2008-12-05 140000,19433.0
2008-12-05 150000,19113.0
2008-12-05 160000,18910.0
2008-12-05 170000,19321.0
2008-12-05 180000,20534.0
2008-12-05 190000,20960.0
2008-12-05 200000,20990.0
2008-12-05 210000,21029.0
2008-12-05 220000,20827.0
2008-12-05 230000,20232.0
2008-12-06 000000,19424.0
2008-12-04 010000,16100.0
2008-12-04 020000,15690.0
2008-12-04 030000,15409.0
2008-12-04 040000,15468.0
2008-12-04 050000,15801.0
2008-12-04 060000,16621.0
2008-12-04 070000,18295.0
2008-12-04 080000,19209.0
2008-12-04 090000,19150.0
2008-12-04 100000,19081.0
2008-12-04 110000,18872.0
2008-12-04 120000,18808.0
2008-12-04 130000,18669.0
2008-12-04 140000,18674.0
2008-12-04 150000,18544.0
2008-12-04 160000,18444.0
2008-12-04 170000,18762.0
2008-12-04 180000,19764.0
2008-12-04 190000,20201.0
2008-12-04 200000,20210.0
2008-12-04 210000,20134.0
2008-12-04 220000,19838.0
2008-12-04 230000,18919.0
2008-12-05 000000,17975.0
2008-12-03 010000,18053.0
2008-12-03 020000,17635.0
2008-12-03 030000,17598.0
2008-12-03 040000,17691.0
2008-12-03 050000,18043.0
2008-12-03 060000,19006.0
2008-12-03 070000,20579.0
2008-12-03 080000,21161.0
2008-12-03 090000,20763.0
2008-12-03 100000,20125.0
2008-12-03 110000,19449.0
2008-12-03 120000,18756.0
2008-12-03 130000,18285.0
2008-12-03 140000,18048.0
2008-12-03 150000,17724.0
2008-12-03 160000,17722.0
2008-12-03 170000,18132.0
2008-12-03 180000,19250.0
2008-12-03 190000,19630.0
2008-12-03 200000,19545.0
2008-12-03 210000,19379.0
2008-12-03 220000,19074.0
2008-12-03 230000,18084.0
2008-12-04 000000,16923.0
2008-12-02 010000,16957.0
2008-12-02 020000,16671.0
2008-12-02 030000,16514.0
2008-12-02 040000,16539.0
2008-12-02 050000,16872.0
2008-12-02 060000,17807.0
2008-12-02 070000,19331.0
2008-12-02 080000,20160.0
2008-12-02 090000,20208.0
2008-12-02 100000,20080.0
2008-12-02 110000,19965.0
2008-12-02 120000,19695.0
2008-12-02 130000,19624.0
2008-12-02 140000,19450.0
2008-12-02 150000,19301.0
2008-12-02 160000,19223.0
2008-12-02 170000,19486.0
2008-12-02 180000,20490.0
2008-12-02 190000,20943.0
2008-12-02 200000,20911.0
2008-12-02 210000,20864.0
2008-12-02 220000,20541.0
2008-12-02 230000,19676.0
2008-12-03 000000,18704.0
2008-12-01 010000,15049.0
2008-12-01 020000,14698.0
2008-12-01 030000,14725.0
2008-12-01 040000,14732.0
2008-12-01 050000,15199.0
2008-12-01 060000,16314.0
2008-12-01 070000,17860.0
2008-12-01 080000,18820.0
2008-12-01 090000,18894.0
2008-12-01 100000,19010.0
2008-12-01 110000,19132.0
2008-12-01 120000,19052.0
2008-12-01 130000,18959.0
2008-12-01 140000,18847.0
2008-12-01 150000,18830.0
2008-12-01 160000,18682.0
2008-12-01 170000,19076.0
2008-12-01 180000,20137.0
2008-12-01 190000,20500.0
2008-12-01 200000,20410.0
2008-12-01 210000,20207.0
2008-12-01 220000,19660.0
2008-12-01 230000,18670.0
2008-12-02 000000,17692.0
2008-11-30 010000,14765.0
2008-11-30 020000,14387.0
2008-11-30 030000,14152.0
2008-11-30 040000,14052.0
2008-11-30 050000,14109.0
2008-11-30 060000,14340.0
2008-11-30 070000,14742.0
2008-11-30 080000,15459.0
2008-11-30 090000,15919.0
2008-11-30 100000,16397.0
2008-11-30 110000,16383.0
2008-11-30 120000,16540.0
2008-11-30 130000,16580.0
2008-11-30 140000,16394.0
2008-11-30 150000,16335.0
2008-11-30 160000,16364.0
2008-11-30 170000,16770.0
2008-11-30 180000,17592.0
2008-11-30 190000,17835.0
2008-11-30 200000,17649.0
2008-11-30 210000,17396.0
2008-11-30 220000,16880.0
2008-11-30 230000,16089.0
2008-12-01 000000,15509.0
2008-11-29 010000,14808.0
2008-11-29 020000,14547.0
2008-11-29 030000,14507.0
2008-11-29 040000,14629.0
2008-11-29 050000,14717.0
2008-11-29 060000,15012.0
2008-11-29 070000,15497.0
2008-11-29 080000,16088.0
2008-11-29 090000,16556.0
2008-11-29 100000,16614.0
2008-11-29 110000,16520.0
2008-11-29 120000,16087.0
2008-11-29 130000,15636.0
2008-11-29 140000,15250.0
2008-11-29 150000,14953.0
2008-11-29 160000,14798.0
2008-11-29 170000,15151.0
2008-11-29 180000,16228.0
2008-11-29 190000,16730.0
2008-11-29 200000,16740.0
2008-11-29 210000,16735.0
2008-11-29 220000,16563.0
2008-11-29 230000,16114.0
2008-11-30 000000,15455.0
2008-11-28 010000,13847.0
2008-11-28 020000,13616.0
2008-11-28 030000,13635.0
2008-11-28 040000,13709.0
2008-11-28 050000,13956.0
2008-11-28 060000,14432.0
2008-11-28 070000,15046.0
2008-11-28 080000,15494.0
2008-11-28 090000,15780.0
2008-11-28 100000,15847.0
2008-11-28 110000,15684.0
2008-11-28 120000,15288.0
2008-11-28 130000,15021.0
2008-11-28 140000,14636.0
2008-11-28 150000,14585.0
2008-11-28 160000,14393.0
2008-11-28 170000,14714.0
2008-11-28 180000,15908.0
2008-11-28 190000,16371.0
2008-11-28 200000,16516.0
2008-11-28 210000,16436.0
2008-11-28 220000,16378.0
2008-11-28 230000,15837.0
2008-11-29 000000,15285.0
2008-11-27 010000,15999.0
2008-11-27 020000,15591.0
2008-11-27 030000,15572.0
2008-11-27 040000,15549.0
2008-11-27 050000,15627.0
2008-11-27 060000,15933.0
2008-11-27 070000,16381.0
2008-11-27 080000,16979.0
2008-11-27 090000,17310.0
2008-11-27 100000,17223.0
2008-11-27 110000,16895.0
2008-11-27 120000,16204.0
2008-11-27 130000,15058.0
2008-11-27 140000,13964.0
2008-11-27 150000,13246.0
2008-11-27 160000,12838.0
2008-11-27 170000,12899.0
2008-11-27 180000,13898.0
2008-11-27 190000,14523.0
2008-11-27 200000,14839.0
2008-11-27 210000,15048.0
2008-11-27 220000,15058.0
2008-11-27 230000,14739.0
2008-11-28 000000,14255.0
2008-11-26 010000,16499.0
2008-11-26 020000,16003.0
2008-11-26 030000,15999.0
2008-11-26 040000,16017.0
2008-11-26 050000,16331.0
2008-11-26 060000,16946.0
2008-11-26 070000,18211.0
2008-11-26 080000,19137.0
2008-11-26 090000,19199.0
2008-11-26 100000,18990.0
2008-11-26 110000,18759.0
2008-11-26 120000,18219.0
2008-11-26 130000,17782.0
2008-11-26 140000,17369.0
2008-11-26 150000,16976.0
2008-11-26 160000,16669.0
2008-11-26 170000,16872.0
2008-11-26 180000,17960.0
2008-11-26 190000,18491.0
2008-11-26 200000,18590.0
2008-11-26 210000,18580.0
2008-11-26 220000,18306.0
2008-11-26 230000,17640.0
2008-11-27 000000,16719.0
2008-11-25 010000,15858.0
2008-11-25 020000,15586.0
2008-11-25 030000,15559.0
2008-11-25 040000,15620.0
2008-11-25 050000,15889.0
2008-11-25 060000,16834.0
2008-11-25 070000,18346.0
2008-11-25 080000,19181.0
2008-11-25 090000,19010.0
2008-11-25 100000,19003.0
2008-11-25 110000,19054.0
2008-11-25 120000,18870.0
2008-11-25 130000,18784.0
2008-11-25 140000,18704.0
2008-11-25 150000,18569.0
2008-11-25 160000,18397.0
2008-11-25 170000,18674.0
2008-11-25 180000,19547.0
2008-11-25 190000,19780.0
2008-11-25 200000,19678.0
2008-11-25 210000,19440.0
2008-11-25 220000,19067.0
2008-11-25 230000,18013.0
2008-11-26 000000,17122.0
2008-11-24 010000,16250.0
2008-11-24 020000,16068.0
2008-11-24 030000,16078.0
2008-11-24 040000,16147.0
2008-11-24 050000,16580.0
2008-11-24 060000,17309.0
2008-11-24 070000,18868.0
2008-11-24 080000,19572.0
2008-11-24 090000,19557.0
2008-11-24 100000,19388.0
2008-11-24 110000,19305.0
2008-11-24 120000,19084.0
2008-11-24 130000,18870.0
2008-11-24 140000,18782.0
2008-11-24 150000,18437.0
2008-11-24 160000,18269.0
2008-11-24 170000,18491.0
2008-11-24 180000,19052.0
2008-11-24 190000,19123.0
2008-11-24 200000,18924.0
2008-11-24 210000,18671.0
2008-11-24 220000,18231.0
2008-11-24 230000,17357.0
2008-11-25 000000,16382.0
2008-11-23 010000,16679.0
2008-11-23 020000,16455.0
2008-11-23 030000,16431.0
2008-11-23 040000,16517.0
2008-11-23 050000,16683.0
2008-11-23 060000,17251.0
2008-11-23 070000,17799.0
2008-11-23 080000,18408.0
2008-11-23 090000,18650.0
2008-11-23 100000,18113.0
2008-11-23 110000,17442.0
2008-11-23 120000,16743.0
2008-11-23 130000,16295.0
2008-11-23 140000,15932.0
2008-11-23 150000,15544.0
2008-11-23 160000,15529.0
2008-11-23 170000,15909.0
2008-11-23 180000,17398.0
2008-11-23 190000,18017.0
2008-11-23 200000,18268.0
2008-11-23 210000,18302.0
2008-11-23 220000,17894.0
2008-11-23 230000,17302.0
2008-11-24 000000,16683.0
2008-11-22 010000,17816.0
2008-11-22 020000,17530.0
2008-11-22 030000,17471.0
2008-11-22 040000,17539.0
2008-11-22 050000,17723.0
2008-11-22 060000,18206.0
2008-11-22 070000,18864.0
2008-11-22 080000,19358.0
2008-11-22 090000,19678.0
2008-11-22 100000,19434.0
2008-11-22 110000,19077.0
2008-11-22 120000,18603.0
2008-11-22 130000,18139.0
2008-11-22 140000,17822.0
2008-11-22 150000,17592.0
2008-11-22 160000,17523.0
2008-11-22 170000,17782.0
2008-11-22 180000,18715.0
2008-11-22 190000,18927.0
2008-11-22 200000,18905.0
2008-11-22 210000,18761.0
2008-11-22 220000,18626.0
2008-11-22 230000,17869.0
2008-11-23 000000,17227.0
2008-11-21 010000,16832.0
2008-11-21 020000,16486.0
2008-11-21 030000,16402.0
2008-11-21 040000,16519.0
2008-11-21 050000,16808.0
2008-11-21 060000,17792.0
2008-11-21 070000,19187.0
2008-11-21 080000,19998.0
2008-11-21 090000,19877.0
2008-11-21 100000,19856.0
2008-11-21 110000,19762.0
2008-11-21 120000,19416.0
2008-11-21 130000,19145.0
2008-11-21 140000,19046.0
2008-11-21 150000,18827.0
2008-11-21 160000,18772.0
2008-11-21 170000,19080.0
2008-11-21 180000,19986.0
2008-11-21 190000,20430.0
2008-11-21 200000,20276.0
2008-11-21 210000,20242.0
2008-11-21 220000,19905.0
2008-11-21 230000,19240.0
2008-11-22 000000,18421.0
2008-11-20 010000,16627.0
2008-11-20 020000,16250.0
2008-11-20 030000,15957.0
2008-11-20 040000,15842.0
2008-11-20 050000,16120.0
2008-11-20 060000,17018.0
2008-11-20 070000,18506.0
2008-11-20 080000,19108.0
2008-11-20 090000,18931.0
2008-11-20 100000,18728.0
2008-11-20 110000,18723.0
2008-11-20 120000,18450.0
2008-11-20 130000,18336.0
2008-11-20 140000,18289.0
2008-11-20 150000,18132.0
2008-11-20 160000,18072.0
2008-11-20 170000,18446.0
2008-11-20 180000,19392.0
2008-11-20 190000,19710.0
2008-11-20 200000,19695.0
2008-11-20 210000,19629.0
2008-11-20 220000,19210.0
2008-11-20 230000,18360.0
2008-11-21 000000,17426.0
2008-11-19 010000,17845.0
2008-11-19 020000,17631.0
2008-11-19 030000,17585.0
2008-11-19 040000,17672.0
2008-11-19 050000,18087.0
2008-11-19 060000,18914.0
2008-11-19 070000,20392.0
2008-11-19 080000,21001.0
2008-11-19 090000,20757.0
2008-11-19 100000,20413.0
2008-11-19 110000,20099.0
2008-11-19 120000,19639.0
2008-11-19 130000,19476.0
2008-11-19 140000,19232.0
2008-11-19 150000,18970.0
2008-11-19 160000,18874.0
2008-11-19 170000,19066.0
2008-11-19 180000,19871.0
2008-11-19 190000,20203.0
2008-11-19 200000,20122.0
2008-11-19 210000,19884.0
2008-11-19 220000,19400.0
2008-11-19 230000,18337.0
2008-11-20 000000,17324.0
2008-11-18 010000,16647.0
2008-11-18 020000,16362.0
2008-11-18 030000,16233.0
2008-11-18 040000,16291.0
2008-11-18 050000,16603.0
2008-11-18 060000,17492.0
2008-11-18 070000,19162.0
2008-11-18 080000,19872.0
2008-11-18 090000,19664.0
2008-11-18 100000,19489.0
2008-11-18 110000,19425.0
2008-11-18 120000,19256.0
2008-11-18 130000,19112.0
2008-11-18 140000,18975.0
2008-11-18 150000,18794.0
2008-11-18 160000,18660.0
2008-11-18 170000,19017.0
2008-11-18 180000,20172.0
2008-11-18 190000,20607.0
2008-11-18 200000,20682.0
2008-11-18 210000,20420.0
2008-11-18 220000,20038.0
2008-11-18 230000,19229.0
2008-11-19 000000,18376.0
2008-11-17 010000,15470.0
2008-11-17 020000,15304.0
2008-11-17 030000,15236.0
2008-11-17 040000,15257.0
2008-11-17 050000,15533.0
2008-11-17 060000,16480.0
2008-11-17 070000,18105.0
2008-11-17 080000,18906.0
2008-11-17 090000,18802.0
2008-11-17 100000,18759.0
2008-11-17 110000,18761.0
2008-11-17 120000,18621.0
2008-11-17 130000,18549.0
2008-11-17 140000,18443.0
2008-11-17 150000,18271.0
2008-11-17 160000,18245.0
2008-11-17 170000,18531.0
2008-11-17 180000,19452.0
2008-11-17 190000,19813.0
2008-11-17 200000,19763.0
2008-11-17 210000,19556.0
2008-11-17 220000,19113.0
2008-11-17 230000,18281.0
2008-11-18 000000,17331.0
2008-11-16 010000,14035.0
2008-11-16 020000,13736.0
2008-11-16 030000,13572.0
2008-11-16 040000,13474.0
2008-11-16 050000,13653.0
2008-11-16 060000,13974.0
2008-11-16 070000,14452.0
2008-11-16 080000,14982.0
2008-11-16 090000,15742.0
2008-11-16 100000,16096.0
2008-11-16 110000,16188.0
2008-11-16 120000,16189.0
2008-11-16 130000,16351.0
2008-11-16 140000,16305.0
2008-11-16 150000,16183.0
2008-11-16 160000,16186.0
2008-11-16 170000,16484.0
2008-11-16 180000,17503.0
2008-11-16 190000,17810.0
2008-11-16 200000,17761.0
2008-11-16 210000,17534.0
2008-11-16 220000,17144.0
2008-11-16 230000,16498.0
2008-11-17 000000,15925.0
2008-11-15 010000,13077.0
2008-11-15 020000,12699.0
2008-11-15 030000,12577.0
2008-11-15 040000,12400.0
2008-11-15 050000,12455.0
2008-11-15 060000,12700.0
2008-11-15 070000,13245.0
2008-11-15 080000,13901.0
2008-11-15 090000,14456.0
2008-11-15 100000,14978.0
2008-11-15 110000,15358.0
2008-11-15 120000,15366.0
2008-11-15 130000,15225.0
2008-11-15 140000,15184.0
2008-11-15 150000,15034.0
2008-11-15 160000,15158.0
2008-11-15 170000,15572.0
2008-11-15 180000,16258.0
2008-11-15 190000,16511.0
2008-11-15 200000,16430.0
2008-11-15 210000,16261.0
2008-11-15 220000,15842.0
2008-11-15 230000,15324.0
2008-11-16 000000,14670.0
2008-11-14 010000,13742.0
2008-11-14 020000,13503.0
2008-11-14 030000,13271.0
2008-11-14 040000,13216.0
2008-11-14 050000,13393.0
2008-11-14 060000,14133.0
2008-11-14 070000,15520.0
2008-11-14 080000,16253.0
2008-11-14 090000,16201.0
2008-11-14 100000,16157.0
2008-11-14 110000,16097.0
2008-11-14 120000,15973.0
2008-11-14 130000,15759.0
2008-11-14 140000,15687.0
2008-11-14 150000,15467.0
2008-11-14 160000,15231.0
2008-11-14 170000,15312.0
2008-11-14 180000,15886.0
2008-11-14 190000,16102.0
2008-11-14 200000,15753.0
2008-11-14 210000,15527.0
2008-11-14 220000,15364.0
2008-11-14 230000,14651.0
2008-11-15 000000,13806.0
2008-11-13 010000,14086.0
2008-11-13 020000,13737.0
2008-11-13 030000,13567.0
2008-11-13 040000,13547.0
2008-11-13 050000,13724.0
2008-11-13 060000,14576.0
